nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital,net_profit
0,6194.626737494646,0.0,0.0,1.0,0.0,100.0,0.0
0,6241.772471410773,0.0,0.0,1.0,0.0,100.0,0.0
0,6288.6884736692655,0.0,0.0,1.0,0.0,100.0,0.0
0,6335.367037704931,0.0,0.0,1.0,0.0,100.0,0.0
0,6381.800627454155,0.0,0.0,1.0,0.0,100.0,0.0
0,6427.981881506091,0.0,0.0,1.0,0.0,100.0,0.0
0,6473.903616998262,0.0,0.0,1.0,0.0,100.0,0.0
0,6519.558833253866,0.0,0.0,1.0,0.0,100.0,0.0
0,6564.940715158424,0.0,0.0,1.0,0.0,100.0,0.0
0,6610.042636274504,0.0,0.0,1.0,0.0,100.0,0.0
0,6654.858161693261,0.0,0.0,1.0,0.0,100.0,0.0
0,6699.381050622615,0.0,0.0,1.0,0.0,100.0,0.0
0,6743.605258712186,0.0,0.0,1.0,0.0,100.0,0.0
0,6787.524940115765,0.0,0.0,1.0,0.0,100.0,0.0
0,6831.134449292698,0.0,0.0,1.0,0.0,100.0,0.0
0,6874.4283425499225,0.0,0.0,1.0,0.0,100.0,0.0
0,6917.401379327216,0.0,0.0,1.0,0.0,100.0,0.0
0,6960.0485232283245,0.0,0.0,1.0,0.0,100.0,0.0
0,7002.364942801507,0.0,0.0,1.0,0.0,100.0,0.0
0,7044.346012073177,0.0,0.0,1.0,0.0,100.0,0.0
0,7085.987310839024,0.0,0.0,1.0,0.0,100.0,0.0
0,7127.284624717063,0.0,0.0,1.0,0.0,100.0,0.0
0,7168.233944967944,0.0,0.0,1.0,0.0,100.0,0.0
0,7208.83146808772,0.0,0.0,1.0,0.0,100.0,0.0
0,7249.073595178895,0.0,0.0,1.0,0.0,100.0,0.0
0,7288.956931105832,0.0,0.0,1.0,0.0,100.0,0.0
0,7328.47828344092,0.0,0.0,1.0,0.0,100.0,0.0
0,7367.634661208003,0.0,0.0,1.0,0.0,100.0,0.0
0,7406.423273430097,0.0,0.0,1.0,0.0,100.0,0.0
0,7444.841527488286,0.0,0.0,1.0,0.0,100.0,0.0
0,7482.887027299227,0.0,0.0,1.0,0.0,100.0,0.0
0,7520.557571318563,0.0,0.0,1.0,0.0,100.0,0.0
0,7557.851150377899,0.0,0.0,1.0,0.0,100.0,0.0
0,7594.765945362919,0.0,0.0,1.0,0.0,100.0,0.0
0,7631.300324740491,0.0,0.0,1.0,0.0,100.0,0.0
0,7667.452841942533,0.0,0.0,1.0,0.0,100.0,0.0
0,7703.222232614557,0.0,0.0,1.0,0.0,100.0,0.0
0,7738.607411736758,0.0,0.0,1.0,0.0,100.0,0.0
0,7773.607470625516,0.0,0.0,1.0,0.0,100.0,0.0
0,7808.221673823293,0.0,0.0,1.0,0.0,100.0,0.0
0,7842.449455884638,0.0,0.0,1.0,0.0,100.0,0.0
0,7876.290418066116,0.0,0.0,1.0,0.0,100.0,0.0
0,7909.744324927998,0.0,0.0,1.0,0.0,100.0,0.0
0,7942.811100855096,0.0,0.0,1.0,0.0,100.0,0.0
0,7975.490826504464,0.0,0.0,1.0,0.0,100.0,0.0
0,8007.783735187242,0.0,0.0,1.0,0.0,100.0,0.0
0,8039.690209191928,0.0,0.0,1.0,0.0,100.0,0.0
0,8071.21077605621,0.0,0.0,1.0,0.0,100.0,0.0
0,8102.346104794286,0.0,0.0,1.0,0.0,100.0,0.0
0,8133.097002086421,0.0,0.0,1.0,0.0,100.0,0.0
0,8163.464408437457,0.0,0.0,1.0,0.0,100.0,0.0
0,8193.449394310555,0.0,0.0,1.0,0.0,100.0,0.0
0,8223.053156242506,0.0,0.0,1.0,0.0,100.0,0.0
0,8252.277012946575,0.0,0.0,1.0,0.0,100.0,0.0
0,8281.1224014087,0.0,0.0,1.0,0.0,100.0,0.0
0,8309.590872982642,0.0,0.0,1.0,0.0,100.0,0.0
0,8337.684089489583,0.0,0.0,1.0,0.0,100.0,0.0
0,8365.403819327117,0.0,0.0,1.0,0.0,100.0,0.0
0,8392.751933592834,0.0,0.0,1.0,0.0,100.0,0.0
0,8419.730402227044,0.0,0.0,1.0,0.0,100.0,0.0
0,8446.34129017921,0.0,0.0,1.0,0.0,100.0,0.0
0,8472.58675360242,0.0,0.0,1.0,0.0,100.0,0.0
0,8498.469036079834,0.0,0.0,1.0,0.0,100.0,0.0
0,8523.990464887012,0.0,0.0,1.0,0.0,100.0,0.0
0,8549.153447293786,0.0,0.0,1.0,0.0,100.0,0.0
0,8573.960466908911,0.0,0.0,1.0,0.0,100.0,0.0
0,8598.414080070856,0.0,0.0,1.0,0.0,100.0,0.0
0,8622.516912287545,0.0,0.0,1.0,0.0,100.0,0.0
0,8646.271654727938,0.0,0.0,1.0,0.0,100.0,0.0
0,8669.681060767785,0.0,0.0,1.0,0.0,100.0,0.0
0,8692.74794259227,0.0,0.0,1.0,0.0,100.0,0.0
0,8715.475167857234,0.0,0.0,1.0,0.0,100.0,0.0
0,8737.865656411303,0.0,0.0,1.0,0.0,100.0,0.0
0,8759.922377080542,0.0,0.0,1.0,0.0,100.0,0.0
0,8781.648344517205,0.0,0.0,1.0,0.0,100.0,0.0
0,8803.046616114025,0.0,0.0,1.0,0.0,100.0,0.0
0,8824.120288985354,0.0,0.0,1.0,0.0,100.0,0.0
0,8844.872497016091,0.0,0.0,1.0,0.0,100.0,0.0
0,8865.306407979471,0.0,0.0,1.0,0.0,100.0,0.0
0,8885.425220724339,0.0,0.0,1.0,0.0,100.0,0.0
0,8905.232162432658,0.0,0.0,1.0,0.0,100.0,0.0
0,8924.730485947659,0.0,0.0,1.0,0.0,100.0,0.0
0,8943.923467173005,0.0,0.0,1.0,0.0,100.0,0.0
0,8962.81440254317,0.0,0.0,1.0,0.0,100.0,0.0
0,8981.406606565162,0.0,0.0,1.0,0.0,100.0,0.0
0,8999.70340943156,0.0,0.0,1.0,0.0,100.0,0.0
0,9017.708154704722,0.0,0.0,1.0,0.0,100.0,0.0
0,9035.424197071958,0.0,0.0,1.0,0.0,100.0,0.0
0,9052.854900171336,0.0,0.0,1.0,0.0,100.0,0.0
0,9070.003634487648,0.0,0.0,1.0,0.0,100.0,0.0
0,9086.873775318163,0.0,0.0,1.0,0.0,100.0,0.0
0,9103.4687008074,0.0,0.0,1.0,0.0,100.0,0.0
0,9119.791790050383,0.0,0.0,1.0,0.0,100.0,0.0
0,9135.846421263648,0.0,0.0,1.0,0.0,100.0,0.0
0,9151.635970023091,0.0,0.0,1.0,0.0,100.0,0.0
0,9167.163807567918,0.0,0.0,1.0,0.0,100.0,0.0
0,9182.433299169703,0.0,0.0,1.0,0.0,100.0,0.0
0,9197.447802565699,0.0,0.0,1.0,0.0,100.0,0.0
0,9212.210666455167,0.0,0.0,1.0,0.0,100.0,0.0
0,9226.725229057975,0.0,0.0,1.0,0.0,100.0,0.0
0,9240.994816734068,0.0,0.0,1.0,0.0,100.0,0.0
0,9255.02274266294,0.0,0.0,1.0,0.0,100.0,0.0
0,9268.81230558177,0.0,0.0,1.0,0.0,100.0,0.0
0,9282.366788581205,0.0,0.0,1.0,0.0,100.0,0.0
0,9295.689457957318,0.0,0.0,1.0,0.0,100.0,0.0
0,9308.783562118902,0.0,0.0,1.0,0.0,100.0,0.0
0,9321.65233054853,0.0,0.0,1.0,0.0,100.0,0.0
0,9334.298972816263,0.0,0.0,1.0,0.0,100.0,0.0
0,9346.72667764475,0.0,0.0,1.0,0.0,100.0,0.0
0,9358.93861202445,0.0,0.0,1.0,0.0,100.0,0.0
0,9370.937920377659,0.0,0.0,1.0,0.0,100.0,0.0
0,9382.727723770064,0.0,0.0,1.0,0.0,100.0,0.0
0,9394.311119168658,0.0,0.0,1.0,0.0,100.0,0.0
0,9405.69117874456,0.0,0.0,1.0,0.0,100.0,0.0
0,9416.870949219625,0.0,0.0,1.0,0.0,100.0,0.0
0,9427.853451255507,0.0,0.0,1.0,0.0,100.0,0.0
0,9438.64167888392,0.0,0.0,1.0,0.0,100.0,0.0
0,9449.238598976866,0.0,0.0,1.0,0.0,100.0,0.0
0,9459.647150755607,0.0,0.0,1.0,0.0,100.0,0.0
0,9469.870245337132,0.0,0.0,1.0,0.0,100.0,0.0
0,9479.910765316832,0.0,0.0,1.0,0.0,100.0,0.0
0,9489.771564386425,0.0,0.0,1.0,0.0,100.0,0.0
0,9499.45546698568,0.0,0.0,1.0,0.0,100.0,0.0
0,9508.965267986903,0.0,0.0,1.0,0.0,100.0,0.0
0,9518.30373241108,0.0,0.0,1.0,0.0,100.0,0.0
0,9527.473595174442,0.0,0.0,1.0,0.0,100.0,0.0
0,9536.477560864438,0.0,0.0,1.0,0.0,100.0,0.0
0,9545.318303543983,0.0,0.0,1.0,0.0,100.0,0.0
0,9553.998466582922,0.0,0.0,1.0,0.0,100.0,0.0
