nb_trawlers,fish_stock,capture,income,price,fleet_maintenance_cost,capital,net_profit
0,6309.924048240092,0.0,0.0,1.0,0.0,100.0,0.0
0,6356.492246215772,0.0,0.0,1.0,0.0,100.0,0.0
0,6402.812103787687,0.0,0.0,1.0,0.0,100.0,0.0
0,6448.876340190616,0.0,0.0,1.0,0.0,100.0,0.0
0,6494.6778548922875,0.0,0.0,1.0,0.0,100.0,0.0
0,6540.209731112478,0.0,0.0,1.0,0.0,100.0,0.0
0,6585.465239080849,0.0,0.0,1.0,0.0,100.0,0.0
0,6630.437839032184,0.0,0.0,1.0,0.0,100.0,0.0
0,6675.121183938288,0.0,0.0,1.0,0.0,100.0,0.0
0,6719.509121976532,0.0,0.0,1.0,0.0,100.0,0.0
0,6763.59569873541,0.0,0.0,1.0,0.0,100.0,0.0
0,6807.375159158218,0.0,0.0,1.0,0.0,100.0,0.0
0,6850.841949226334,0.0,0.0,1.0,0.0,100.0,0.0
0,6893.990717384299,0.0,0.0,1.0,0.0,100.0,0.0
0,6936.816315709224,0.0,0.0,1.0,0.0,100.0,0.0
0,6979.31380082763,0.0,0.0,1.0,0.0,100.0,0.0
0,7021.4784345833295,0.0,0.0,1.0,0.0,100.0,0.0
0,7063.305684460366,0.0,0.0,1.0,0.0,100.0,0.0
0,7104.791223765311,0.0,0.0,1.0,0.0,100.0,0.0
0,7145.93093157403,0.0,0.0,1.0,0.0,100.0,0.0
0,7186.72089244786,0.0,0.0,1.0,0.0,100.0,0.0
0,7227.157395924921,0.0,0.0,1.0,0.0,100.0,0.0
0,7267.236935792476,0.0,0.0,1.0,0.0,100.0,0.0
0,7306.956209146433,0.0,0.0,1.0,0.0,100.0,0.0
0,7346.312115244596,0.0,0.0,1.0,0.0,100.0,0.0
0,7385.301754160311,0.0,0.0,1.0,0.0,100.0,0.0
0,7423.922425243507,0.0,0.0,1.0,0.0,100.0,0.0
0,7462.171625396308,0.0,0.0,1.0,0.0,100.0,0.0
0,7500.047047170496,0.0,0.0,1.0,0.0,100.0,0.0
0,7537.546576694364,0.0,0.0,1.0,0.0,100.0,0.0
0,7574.668291436579,0.0,0.0,1.0,0.0,100.0,0.0
0,7611.410457814718,0.0,0.0,1.0,0.0,100.0,0.0
0,7647.771528656351,0.0,0.0,1.0,0.0,100.0,0.0
0,7683.75014052043,0.0,0.0,1.0,0.0,100.0,0.0
0,7719.3451108869385,0.0,0.0,1.0,0.0,100.0,0.0
0,7754.555435222729,0.0,0.0,1.0,0.0,100.0,0.0
